Destination,Transit Time,Transporter
83325,2,UPS
83421,2,UPS
88533,2,UPS
88587,2,UPS
89007,2,UPS
89125,2,UPS
89310,2,UPS
89318,2,UPS
89405,2,UPS
89520,2,UPS
93707,2,UPS
93775,2,UPS
93960,2,UPS
94102,2,UPS
94110,2,UPS
94124,2,UPS
94145,2,UPS
94146,2,UPS
94158,2,UPS
94259,2,UPS
94303,2,UPS
94309,2,UPS
94503,2,UPS
94568,2,UPS
94573,2,UPS
94579,2,UPS
94615,2,UPS
94923,2,UPS
95254,2,UPS
95355,2,UPS
95372,2,UPS
95402,2,UPS
95470,2,UPS
95571,2,UPS
95623,2,UPS
95693,2,UPS
95901,2,UPS
95930,2,UPS
95968,2,UPS
96097,2,UPS
85009,2,UPS
85043,2,UPS
85233,2,UPS
85275,2,UPS
85284,2,UPS
85304,2,UPS
85353,2,UPS
85371,2,UPS
86315,2,UPS
86413,2,UPS
88532,2,UPS
88538,2,UPS
88550,2,UPS
89048,2,UPS
89159,2,UPS
89450,2,UPS
89512,2,UPS
89523,2,UPS
93601,2,UPS
79853,2,UPS
84016,2,UPS
84017,2,UPS
84023,2,UPS
84062,2,UPS
84158,2,UPS
83212,2,UPS
83262,2,UPS
83346,2,UPS
83460,2,UPS
93723,2,UPS
93927,2,UPS
94016,2,UPS
94043,2,UPS
94061,2,UPS
94116,2,UPS
94160,2,UPS
94511,2,UPS
94701,2,UPS
95053,2,UPS
95055,2,UPS
95110,2,UPS
95157,2,UPS
95172,2,UPS
95242,2,UPS
95319,2,UPS
95350,2,UPS
95351,2,UPS
95375,2,UPS
95451,2,UPS
95587,2,UPS
95638,2,UPS
95680,2,UPS
95713,2,UPS
95817,2,UPS
95841,2,UPS
95944,2,UPS
95957,2,UPS
95965,2,UPS
95979,2,UPS
96019,2,UPS
96148,2,UPS
79918,2,UPS
83321,2,UPS
83431,2,UPS
83435,2,UPS
83445,2,UPS
84088,2,UPS
84111,2,UPS
84128,2,UPS
84317,2,UPS
84339,2,UPS
84742,2,UPS
84772,2,UPS
84790,2,UPS
84791,2,UPS
85020,2,UPS
85045,2,UPS
85120,2,UPS
85225,2,UPS
85299,2,UPS
85350,2,UPS
85378,2,UPS
85533,2,UPS
85611,2,UPS
85705,2,UPS
85922,2,UPS
85927,2,UPS
85934,2,UPS
86332,2,UPS
86336,2,UPS
86438,2,UPS
86520,2,UPS
88573,2,UPS
89014,2,UPS
89107,2,UPS
89831,2,UPS
93634,2,UPS
93923,2,UPS
94005,2,UPS
94040,2,UPS
94112,2,UPS
94139,2,UPS
94239,2,UPS
94268,2,UPS
94297,2,UPS
94508,2,UPS
94513,2,UPS
94548,2,UPS
94588,2,UPS
95127,2,UPS
95204,2,UPS
95442,2,UPS
95569,2,UPS
95604,2,UPS
95661,2,UPS
95671,2,UPS
95676,2,UPS
95799,2,UPS
95826,2,UPS
95950,2,UPS
96006,2,UPS
96078,2,UPS
96094,2,UPS
96122,2,UPS
92389,2,UPS
84001,2,UPS
84051,2,UPS
84092,2,UPS
84098,2,UPS
84331,2,UPS
84771,2,UPS
85010,2,UPS
85024,2,UPS
85178,2,UPS
85280,2,UPS
85358,2,UPS
85633,2,UPS
85646,2,UPS
85702,2,UPS
85754,2,UPS
85901,2,UPS
86005,2,UPS
79925,2,UPS
79937,2,UPS
79952,2,UPS
79995,2,UPS
79998,2,UPS
93645,2,UPS
93926,2,UPS
93950,2,UPS
94232,2,UPS
94505,2,UPS
94515,2,UPS
94560,2,UPS
94920,2,UPS
95129,2,UPS
95196,2,UPS
95241,2,UPS
95267,2,UPS
95305,2,UPS
95452,2,UPS
95519,2,UPS
95690,2,UPS
95820,2,UPS
95864,2,UPS
95943,2,UPS
96087,2,UPS
96158,2,UPS
88554,2,UPS
88557,2,UPS
89102,2,UPS
89407,2,UPS
84760,2,UPS
84767,2,UPS
85046,2,UPS
85137,2,UPS
85263,2,UPS
85312,2,UPS
85345,2,UPS
85377,2,UPS
85703,2,UPS
85720,2,UPS
85746,2,UPS
85937,2,UPS
86029,2,UPS
83210,2,UPS
83218,2,UPS
83320,2,UPS
83347,2,UPS
83446,2,UPS
89511,2,UPS
89706,2,UPS
89714,2,UPS
93636,2,UPS
93790,2,UPS
93793,2,UPS
93942,2,UPS
94014,2,UPS
94025,2,UPS
94030,2,UPS
94109,2,UPS
94164,2,UPS
94536,2,UPS
94578,2,UPS
94712,2,UPS
94901,2,UPS
95032,2,UPS
95210,2,UPS
95360,2,UPS
95439,2,UPS
95441,2,UPS
95486,2,UPS
95511,2,UPS
95532,2,UPS
95663,2,UPS
95677,2,UPS
95703,2,UPS
95724,2,UPS
95735,2,UPS
95776,2,UPS
95929,2,UPS
96028,2,UPS
96070,2,UPS
96071,2,UPS
96136,2,UPS
96155,2,UPS
79916,2,UPS
79935,2,UPS
88553,2,UPS
89005,2,UPS
89026,2,UPS
89045,2,UPS
89054,2,UPS
89131,2,UPS
89165,2,UPS
89191,2,UPS
89460,2,UPS
89515,2,UPS
93628,2,UPS
93643,2,UPS
93786,2,UPS
93925,2,UPS
94279,2,UPS
94293,2,UPS
94404,2,UPS
94571,2,UPS
94624,2,UPS
94702,2,UPS
94705,2,UPS
94915,2,UPS
94931,2,UPS
94939,2,UPS
94965,2,UPS
95007,2,UPS
95061,2,UPS
95231,2,UPS
95329,2,UPS
95335,2,UPS
95361,2,UPS
95471,2,UPS
95595,2,UPS
95626,2,UPS
95651,2,UPS
95689,2,UPS
95715,2,UPS
95956,2,UPS
95966,2,UPS
95977,2,UPS
96022,2,UPS
96156,2,UPS
83255,2,UPS
83344,2,UPS
83455,2,UPS
84029,2,UPS
84101,2,UPS
84127,2,UPS
84340,2,UPS
84536,2,UPS
84601,2,UPS
84630,2,UPS
84713,2,UPS
85138,2,UPS
85295,2,UPS
85332,2,UPS
85335,2,UPS
85610,2,UPS
86406,2,UPS
79849,2,UPS
79851,2,UPS
79944,2,UPS
89081,2,UPS
89144,2,UPS
89161,2,UPS
89403,2,UPS
89418,2,UPS
89437,2,UPS
89503,2,UPS
93619,2,UPS
93626,2,UPS
93638,2,UPS
93721,2,UPS
94064,2,UPS
94126,2,UPS
94133,2,UPS
94563,2,UPS
94605,2,UPS
94708,2,UPS
94709,2,UPS
94956,2,UPS
95075,2,UPS
95103,2,UPS
95106,2,UPS
95205,2,UPS
95232,2,UPS
95245,2,UPS
95311,2,UPS
95367,2,UPS
95368,2,UPS
95445,2,UPS
95534,2,UPS
95585,2,UPS
95612,2,UPS
95633,2,UPS
95936,2,UPS
95967,2,UPS
84151,2,UPS
84157,2,UPS
84170,2,UPS
84604,2,UPS
84647,2,UPS
84737,2,UPS
85016,2,UPS
85038,2,UPS
85119,2,UPS
85121,2,UPS
85321,2,UPS
85650,2,UPS
85745,2,UPS
85924,2,UPS
86036,2,UPS
86507,2,UPS
79915,2,UPS
79945,2,UPS
83213,2,UPS
83334,2,UPS
83348,2,UPS
84036,2,UPS
84041,2,UPS
84105,2,UPS
84119,2,UPS
84124,2,UPS
84138,2,UPS
84511,2,UPS
84646,2,UPS
84655,2,UPS
84657,2,UPS
84722,2,UPS
84735,2,UPS
84740,2,UPS
84755,2,UPS
84758,2,UPS
85040,2,UPS
85066,2,UPS
85069,2,UPS
85261,2,UPS
85297,2,UPS
85320,2,UPS
85343,2,UPS
85356,2,UPS
85357,2,UPS
85547,2,UPS
85626,2,UPS
85655,2,UPS
85710,2,UPS
86540,2,UPS
83256,2,UPS
83276,2,UPS
79917,2,UPS
79928,2,UPS
79934,2,UPS
88525,2,UPS
88528,2,UPS
88544,2,UPS
88571,2,UPS
89114,2,UPS
89128,2,UPS
89883,2,UPS
93651,2,UPS
93745,2,UPS
94035,2,UPS
94252,2,UPS
94257,2,UPS
94269,2,UPS
94535,2,UPS
94618,2,UPS
94850,2,UPS
94963,2,UPS
94973,2,UPS
95002,2,UPS
95017,2,UPS
95054,2,UPS
95113,2,UPS
95132,2,UPS
95307,2,UPS
95353,2,UPS
95391,2,UPS
95553,2,UPS
95559,2,UPS
95630,2,UPS
95656,2,UPS
95816,2,UPS
96020,2,UPS
96146,2,UPS
93604,2,UPS
93612,2,UPS
84007,2,UPS
84039,2,UPS
84052,2,UPS
84121,2,UPS
84304,2,UPS
84602,2,UPS
84603,2,UPS
84605,2,UPS
84638,2,UPS
84779,2,UPS
85022,2,UPS
85118,2,UPS
85252,2,UPS
85282,2,UPS
85301,2,UPS
85329,2,UPS
85379,2,UPS
85551,2,UPS
85601,2,UPS
85671,2,UPS
85715,2,UPS
85742,2,UPS
86052,2,UPS
86301,2,UPS
86335,2,UPS
86401,2,UPS
86441,2,UPS
79931,2,UPS
79999,2,UPS
88515,2,UPS
88574,2,UPS
89110,2,UPS
89153,2,UPS
89510,2,UPS
93940,2,UPS
94497,2,UPS
94545,2,UPS
94561,2,UPS
94577,2,UPS
94582,2,UPS
94622,2,UPS
94659,2,UPS
94804,2,UPS
94977,2,UPS
95151,2,UPS
95303,2,UPS
95304,2,UPS
95313,2,UPS
95374,2,UPS
95407,2,UPS
95412,2,UPS
95485,2,UPS
95669,2,UPS
95757,2,UPS
95765,2,UPS
95923,2,UPS
96040,2,UPS
96073,2,UPS
83251,2,UPS
83316,2,UPS
83338,2,UPS
83350,2,UPS
88514,2,UPS
88519,2,UPS
89183,2,UPS
89435,2,UPS
89835,2,UPS
84006,2,UPS
84013,2,UPS
84045,2,UPS
84067,2,UPS
84107,2,UPS
84633,2,UPS
84730,2,UPS
84783,2,UPS
85028,2,UPS
85083,2,UPS
85395,2,UPS
85532,2,UPS
85546,2,UPS
85733,2,UPS
86002,2,UPS
86034,2,UPS
86323,2,UPS
86325,2,UPS
86411,2,UPS
86429,2,UPS
86440,2,UPS
86503,2,UPS
93605,2,UPS
93954,2,UPS
94129,2,UPS
94237,2,UPS
94247,2,UPS
94301,2,UPS
94544,2,UPS
94564,2,UPS
94611,2,UPS
94660,2,UPS
94954,2,UPS
94976,2,UPS
95160,2,UPS
95233,2,UPS
95429,2,UPS
95457,2,UPS
95554,2,UPS
95695,2,UPS
95747,2,UPS
95910,2,UPS
95984,2,UPS
96008,2,UPS
96058,2,UPS
83201,2,UPS
83233,2,UPS
83303,2,UPS
83332,2,UPS
83443,2,UPS
89008,2,UPS
89116,2,UPS
89149,2,UPS
89825,2,UPS
84047,2,UPS
84116,2,UPS
84141,2,UPS
84415,2,UPS
84533,2,UPS
84621,2,UPS
84627,2,UPS
84728,2,UPS
84741,2,UPS
85079,2,UPS
85131,2,UPS
85192,2,UPS
85259,2,UPS
85271,2,UPS
85707,2,UPS
85741,2,UPS
85923,2,UPS
85931,2,UPS
86404,2,UPS
86432,2,UPS
79837,2,UPS
79923,2,UPS
79926,2,UPS
83234,2,UPS
83236,2,UPS
83254,2,UPS
83436,2,UPS
93613,2,UPS
93644,2,UPS
93730,2,UPS
94256,2,UPS
94274,2,UPS
94592,2,UPS
94998,2,UPS
95026,2,UPS
95071,2,UPS
95211,2,UPS
95247,2,UPS
95436,2,UPS
95480,2,UPS
95556,2,UPS
95631,2,UPS
95660,2,UPS
95679,2,UPS
95709,2,UPS
95712,2,UPS
96065,2,UPS
96069,2,UPS
96129,2,UPS
96135,2,UPS
84132,2,UPS
84180,2,UPS
84334,2,UPS
84408,2,UPS
85085,2,UPS
85224,2,UPS
85258,2,UPS
85264,2,UPS
85318,2,UPS
85349,2,UPS
85365,2,UPS
85535,2,UPS
86313,2,UPS
86334,2,UPS
79903,2,UPS
79907,2,UPS
79946,2,UPS
83206,2,UPS
83214,2,UPS
83337,2,UPS
89004,2,UPS
89129,2,UPS
89137,2,UPS
89702,2,UPS
93844,2,UPS
94706,2,UPS
94803,2,UPS
95044,2,UPS
95045,2,UPS
95152,2,UPS
95228,2,UPS
95252,2,UPS
95297,2,UPS
95316,2,UPS
95328,2,UPS
95380,2,UPS
95428,2,UPS
95527,2,UPS
95565,2,UPS
95644,2,UPS
95728,2,UPS
95974,2,UPS
95976,2,UPS
96034,2,UPS
96048,2,UPS
96137,2,UPS
84064,2,UPS
84310,2,UPS
84724,2,UPS
84770,2,UPS
85032,2,UPS
85035,2,UPS
85067,2,UPS
85303,2,UPS
85348,2,UPS
85354,2,UPS
85602,2,UPS
85606,2,UPS
85616,2,UPS
85709,2,UPS
85730,2,UPS
85930,2,UPS
86504,2,UPS
86510,2,UPS
88510,2,UPS
88541,2,UPS
88548,2,UPS
88566,2,UPS
88572,2,UPS
89193,2,UPS
89409,2,UPS
89430,2,UPS
89431,2,UPS
89834,2,UPS
83324,2,UPS
93716,2,UPS
93720,2,UPS
93772,2,UPS
94066,2,UPS
94087,2,UPS
94206,2,UPS
94229,2,UPS
94248,2,UPS
94262,2,UPS
94283,2,UPS
94296,2,UPS
94528,2,UPS
94572,2,UPS
95060,2,UPS
95121,2,UPS
95131,2,UPS
95223,2,UPS
95493,2,UPS
95518,2,UPS
95655,2,UPS
95831,2,UPS
95941,2,UPS
95988,2,UPS
96027,2,UPS
96041,2,UPS
96057,2,UPS
96117,2,UPS
84002,2,UPS
84078,2,UPS
84403,2,UPS
84407,2,UPS
84510,2,UPS
84620,2,UPS
84645,2,UPS
84662,2,UPS
84745,2,UPS
84752,2,UPS
85048,2,UPS
85063,2,UPS
85073,2,UPS
85078,2,UPS
85226,2,UPS
85234,2,UPS
85248,2,UPS
85322,2,UPS
85380,2,UPS
85717,2,UPS
85757,2,UPS
86016,2,UPS
86444,2,UPS
88563,2,UPS
88568,2,UPS
88579,2,UPS
89001,2,UPS
89112,2,UPS
89145,2,UPS
89557,2,UPS
83238,2,UPS
83243,2,UPS
83252,2,UPS
93722,2,UPS
93953,2,UPS
94207,2,UPS
94524,2,UPS
94550,2,UPS
94565,2,UPS
94914,2,UPS
94971,2,UPS
95070,2,UPS
95246,2,UPS
95251,2,UPS
95357,2,UPS
95358,2,UPS
95369,2,UPS
95443,2,UPS
95454,2,UPS
95546,2,UPS
95551,2,UPS
95614,2,UPS
95619,2,UPS
95821,2,UPS
95842,2,UPS
95853,2,UPS
95970,2,UPS
96009,2,UPS
96103,2,UPS
96143,2,UPS
93661,2,UPS
79927,2,UPS
79955,2,UPS
79980,2,UPS
79821,2,UPS
84184,2,UPS
84518,2,UPS
85050,2,UPS
85173,2,UPS
85267,2,UPS
85283,2,UPS
85310,2,UPS
85360,2,UPS
85361,2,UPS
85614,2,UPS
85732,2,UPS
85743,2,UPS
85928,2,UPS
86011,2,UPS
86436,2,UPS
86442,2,UPS
88518,2,UPS
88524,2,UPS
88543,2,UPS
89117,2,UPS
89711,2,UPS
83271,2,UPS
83318,2,UPS
83342,2,UPS
93620,2,UPS
93718,2,UPS
93921,2,UPS
93962,2,UPS
94038,2,UPS
94507,2,UPS
94547,2,UPS
94551,2,UPS
94610,2,UPS
94707,2,UPS
94951,2,UPS
95015,2,UPS
95116,2,UPS
95119,2,UPS
95170,2,UPS
95326,2,UPS
95370,2,UPS
95405,2,UPS
95611,2,UPS
95615,2,UPS
95694,2,UPS
95860,2,UPS
95961,2,UPS
95962,2,UPS
96007,2,UPS
96021,2,UPS
96064,2,UPS
84061,2,UPS
84150,2,UPS
84324,2,UPS
84401,2,UPS
84632,2,UPS
85531,2,UPS
85536,2,UPS
85545,2,UPS
85550,2,UPS
85635,2,UPS
85722,2,UPS
85725,2,UPS
86314,2,UPS
86409,2,UPS
88555,2,UPS
88901,2,UPS
89020,2,UPS
89084,2,UPS
89830,2,UPS
93727,2,UPS
93924,2,UPS
94143,2,UPS
94267,2,UPS
94284,2,UPS
94298,2,UPS
94945,2,UPS
95051,2,UPS
95323,2,UPS
95330,2,UPS
95365,2,UPS
95388,2,UPS
95389,2,UPS
95811,2,UPS
95835,2,UPS
95916,2,UPS
96033,2,UPS
96089,2,UPS
83223,2,UPS
83449,2,UPS
96128,2,UPS
96151,2,UPS
89018,2,UPS
89028,2,UPS
89030,2,UPS
89314,2,UPS
83401,2,UPS
83438,2,UPS
84028,2,UPS
84199,2,UPS
84341,2,UPS
84513,2,UPS
84542,2,UPS
84761,2,UPS
84766,2,UPS
85036,2,UPS
85076,2,UPS
85080,2,UPS
85658,2,UPS
85670,2,UPS
85701,2,UPS
85739,2,UPS
85942,2,UPS
86329,2,UPS
93642,2,UPS
93710,2,UPS
93755,2,UPS
93777,2,UPS
94060,2,UPS
94576,2,UPS
94978,2,UPS
95108,2,UPS
95296,2,UPS
95318,2,UPS
95461,2,UPS
95526,2,UPS
95531,2,UPS
95540,2,UPS
95568,2,UPS
95620,2,UPS
95632,2,UPS
95726,2,UPS
95975,2,UPS
96044,2,UPS
79922,2,UPS
79924,2,UPS
79947,2,UPS
89533,2,UPS
89027,2,UPS
89033,2,UPS
89036,2,UPS
89104,2,UPS
84049,2,UPS
84081,2,UPS
84327,2,UPS
84332,2,UPS
84336,2,UPS
84643,2,UPS
84653,2,UPS
84660,2,UPS
84714,2,UPS
85027,2,UPS
85029,2,UPS
85068,2,UPS
85086,2,UPS
85130,2,UPS
85191,2,UPS
85202,2,UPS
85210,2,UPS
85236,2,UPS
85274,2,UPS
85530,2,UPS
85534,2,UPS
85652,2,UPS
85911,2,UPS
86031,2,UPS
93611,2,UPS
93712,2,UPS
93717,2,UPS
94002,2,UPS
94015,2,UPS
94027,2,UPS
94042,2,UPS
94044,2,UPS
94115,2,UPS
94125,2,UPS
94204,2,UPS
94249,2,UPS
94261,2,UPS
94290,2,UPS
94506,2,UPS
94533,2,UPS
94607,2,UPS
95052,2,UPS
95406,2,UPS
95449,2,UPS
95537,2,UPS
95617,2,UPS
95639,2,UPS
95666,2,UPS
95843,2,UPS
95851,2,UPS
95919,2,UPS
95934,2,UPS
96091,2,UPS
96118,2,UPS
84114,2,UPS
84718,2,UPS
84781,2,UPS
85307,2,UPS
85367,2,UPS
85634,2,UPS
85728,2,UPS
85941,2,UPS
86508,2,UPS
88521,2,UPS
88540,2,UPS
89009,2,UPS
89042,2,UPS
89061,2,UPS
89108,2,UPS
89173,2,UPS
89301,2,UPS
89319,2,UPS
89410,2,UPS
89433,2,UPS
89508,2,UPS
93637,2,UPS
94022,2,UPS
94026,2,UPS
94065,2,UPS
94117,2,UPS
94285,2,UPS
94288,2,UPS
94294,2,UPS
94502,2,UPS
94514,2,UPS
94537,2,UPS
94540,2,UPS
94543,2,UPS
94566,2,UPS
94575,2,UPS
94925,2,UPS
95076,2,UPS
95212,2,UPS
95229,2,UPS
95324,2,UPS
95336,2,UPS
95356,2,UPS
95424,2,UPS
95430,2,UPS
95482,2,UPS
95543,2,UPS
95688,2,UPS
95691,2,UPS
95983,2,UPS
95991,2,UPS
96076,2,UPS
83228,2,UPS
83250,2,UPS
83302,2,UPS
83354,2,UPS
79908,2,UPS
83211,2,UPS
83232,2,UPS
83239,2,UPS
83341,2,UPS
83404,2,UPS
83448,2,UPS
84005,2,UPS
84063,2,UPS
84086,2,UPS
84319,2,UPS
84320,2,UPS
84667,2,UPS
84719,2,UPS
85011,2,UPS
85012,2,UPS
85037,2,UPS
85064,2,UPS
85075,2,UPS
85117,2,UPS
85128,2,UPS
85201,2,UPS
85204,2,UPS
85208,2,UPS
85339,2,UPS
85712,2,UPS
86033,2,UPS
86446,2,UPS
89432,2,UPS
94021,2,UPS
94063,2,UPS
94806,2,UPS
94930,2,UPS
95012,2,UPS
95101,2,UPS
95193,2,UPS
95234,2,UPS
95404,2,UPS
95453,2,UPS
95460,2,UPS
95492,2,UPS
95545,2,UPS
95603,2,UPS
95607,2,UPS
95625,2,UPS
95659,2,UPS
95822,2,UPS
96035,2,UPS
96084,2,UPS
96125,2,UPS
88580,2,UPS
89013,2,UPS
89016,2,UPS
89019,2,UPS
89085,2,UPS
89086,2,UPS
89122,2,UPS
89123,2,UPS
93610,2,UPS
93744,2,UPS
94080,2,UPS
94161,2,UPS
94289,2,UPS
94401,2,UPS
94558,2,UPS
94598,2,UPS
94602,2,UPS
95124,2,UPS
95382,2,UPS
95459,2,UPS
95469,2,UPS
95524,2,UPS
95613,2,UPS
95624,2,UPS
95746,2,UPS
95758,2,UPS
95819,2,UPS
95924,2,UPS
95942,2,UPS
95954,2,UPS
95981,2,UPS
95986,2,UPS
95993,2,UPS
96055,2,UPS
96074,2,UPS
96085,2,UPS
83423,2,UPS
84087,2,UPS
84147,2,UPS
84534,2,UPS
84624,2,UPS
84780,2,UPS
84784,2,UPS
85030,2,UPS
85071,2,UPS
85309,2,UPS
85340,2,UPS
85364,2,UPS
85390,2,UPS
85501,2,UPS
85553,2,UPS
85624,2,UPS
86004,2,UPS
86556,2,UPS
79906,2,UPS
79938,2,UPS
79835,2,UPS
84038,2,UPS
84060,2,UPS
84143,2,UPS
84318,2,UPS
84606,2,UPS
84710,2,UPS
85026,2,UPS
85172,2,UPS
85205,2,UPS
85206,2,UPS
85254,2,UPS
85285,2,UPS
85622,2,UPS
85724,2,UPS
85735,2,UPS
85933,2,UPS
86023,2,UPS
86042,2,UPS
86302,2,UPS
86405,2,UPS
86502,2,UPS
93675,2,UPS
93728,2,UPS
93932,2,UPS
94142,2,UPS
94144,2,UPS
94211,2,UPS
94402,2,UPS
94516,2,UPS
94583,2,UPS
94585,2,UPS
94589,2,UPS
94591,2,UPS
94613,2,UPS
94619,2,UPS
94801,2,UPS
94913,2,UPS
95138,2,UPS
95191,2,UPS
95192,2,UPS
95354,2,UPS
95366,2,UPS
95528,2,UPS
95641,2,UPS
95699,2,UPS
95798,2,UPS
95840,2,UPS
95914,2,UPS
96024,2,UPS
96124,2,UPS
88531,2,UPS
89519,2,UPS
89832,2,UPS
83272,2,UPS
88536,2,UPS
88559,2,UPS
89006,2,UPS
89087,2,UPS
89126,2,UPS
89134,2,UPS
89139,2,UPS
89311,2,UPS
89436,2,UPS
93724,2,UPS
93928,2,UPS
94107,2,UPS
94523,2,UPS
94604,2,UPS
94620,2,UPS
95035,2,UPS
95036,2,UPS
95056,2,UPS
95118,2,UPS
95123,2,UPS
95423,2,UPS
95466,2,UPS
95473,2,UPS
95563,2,UPS
95682,2,UPS
95687,2,UPS
95696,2,UPS
95717,2,UPS
95762,2,UPS
95813,2,UPS
95815,2,UPS
96037,2,UPS
79929,2,UPS
83263,2,UPS
83343,2,UPS
83352,2,UPS
84008,2,UPS
84043,2,UPS
84075,2,UPS
84306,2,UPS
84315,2,UPS
84628,2,UPS
84651,2,UPS
84731,2,UPS
84736,2,UPS
84756,2,UPS
85007,2,UPS
85087,2,UPS
85387,2,UPS
85640,2,UPS
85740,2,UPS
85749,2,UPS
85932,2,UPS
86040,2,UPS
86304,2,UPS
86324,2,UPS
86506,2,UPS
96141,2,UPS
96150,2,UPS
88511,2,UPS
88517,2,UPS
88560,2,UPS
88561,2,UPS
88570,2,UPS
88577,2,UPS
89017,2,UPS
89166,2,UPS
89434,2,UPS
89442,2,UPS
89502,2,UPS
89555,2,UPS
89803,2,UPS
89828,2,UPS
79911,2,UPS
84089,2,UPS
84711,2,UPS
85004,2,UPS
85211,2,UPS
85255,2,UPS
85277,2,UPS
85286,2,UPS
85338,2,UPS
85628,2,UPS
85644,2,UPS
85654,2,UPS
93667,2,UPS
93711,2,UPS
93908,2,UPS
93915,2,UPS
94120,2,UPS
94151,2,UPS
94172,2,UPS
94209,2,UPS
94277,2,UPS
94953,2,UPS
94974,2,UPS
95003,2,UPS
95020,2,UPS
95024,2,UPS
95117,2,UPS
95209,2,UPS
95224,2,UPS
95363,2,UPS
95446,2,UPS
95629,2,UPS
95685,2,UPS
95894,2,UPS
95899,2,UPS
95922,2,UPS
95972,2,UPS
95978,2,UPS
96086,2,UPS
83336,2,UPS
83402,2,UPS
83403,2,UPS
83428,2,UPS
79836,2,UPS
79996,2,UPS
89148,2,UPS
89411,2,UPS
92363,2,UPS
84537,2,UPS
84642,2,UPS
85008,2,UPS
85060,2,UPS
85062,2,UPS
85207,2,UPS
85212,2,UPS
85251,2,UPS
85347,2,UPS
85359,2,UPS
85542,2,UPS
85645,2,UPS
83230,2,UPS
83330,2,UPS
84025,2,UPS
84056,2,UPS
84085,2,UPS
84165,2,UPS
84333,2,UPS
93616,2,UPS
93709,2,UPS
93715,2,UPS
93726,2,UPS
94037,2,UPS
94089,2,UPS
94123,2,UPS
94501,2,UPS
94534,2,UPS
94586,2,UPS
94662,2,UPS
94720,2,UPS
94820,2,UPS
94903,2,UPS
94933,2,UPS
95128,2,UPS
95130,2,UPS
95194,2,UPS
95203,2,UPS
95226,2,UPS
95236,2,UPS
95683,2,UPS
95742,2,UPS
95932,2,UPS
95940,2,UPS
95953,2,UPS
95971,2,UPS
96096,2,UPS
96106,2,UPS
88545,2,UPS
89170,2,UPS
89419,2,UPS
89424,2,UPS
89427,2,UPS
89505,2,UPS
89815,2,UPS
92384,2,UPS
79951,2,UPS
83274,2,UPS
83328,2,UPS
84057,2,UPS
84095,2,UPS
84201,2,UPS
84316,2,UPS
84746,2,UPS
85122,2,UPS
85268,2,UPS
85308,2,UPS
85363,2,UPS
85543,2,UPS
85748,2,UPS
85751,2,UPS
85940,2,UPS
86054,2,UPS
86337,2,UPS
93704,2,UPS
93933,2,UPS
94230,2,UPS
94244,2,UPS
94552,2,UPS
94596,2,UPS
94964,2,UPS
95008,2,UPS
95023,2,UPS
95037,2,UPS
95050,2,UPS
95207,2,UPS
95253,2,UPS
95258,2,UPS
95334,2,UPS
95348,2,UPS
95381,2,UPS
95383,2,UPS
95416,2,UPS
95417,2,UPS
95462,2,UPS
95501,2,UPS
95939,2,UPS
95973,2,UPS
96054,2,UPS
96107,2,UPS
83311,2,UPS
83422,2,UPS
83425,2,UPS
84022,2,UPS
84109,2,UPS
84122,2,UPS
84521,2,UPS
84629,2,UPS
84649,2,UPS
84765,2,UPS
85001,2,UPS
85074,2,UPS
85139,2,UPS
85194,2,UPS
85544,2,UPS
85615,2,UPS
85620,2,UPS
85631,2,UPS
85721,2,UPS
86024,2,UPS
86028,2,UPS
86045,2,UPS
86321,2,UPS
86343,2,UPS
86435,2,UPS
86439,2,UPS
86545,2,UPS
88582,2,UPS
88588,2,UPS
89031,2,UPS
89053,2,UPS
89143,2,UPS
89402,2,UPS
93650,2,UPS
93669,2,UPS
93761,2,UPS
93905,2,UPS
94041,2,UPS
94083,2,UPS
94085,2,UPS
94147,2,UPS
94254,2,UPS
94539,2,UPS
94926,2,UPS
94972,2,UPS
94975,2,UPS
95010,2,UPS
95148,2,UPS
95248,2,UPS
95425,2,UPS
95432,2,UPS
95458,2,UPS
95463,2,UPS
95525,2,UPS
95555,2,UPS
95605,2,UPS
95648,2,UPS
95686,2,UPS
95714,2,UPS
95833,2,UPS
95937,2,UPS
96075,2,UPS
96154,2,UPS
79838,2,UPS
83322,2,UPS
83452,2,UPS
89002,2,UPS
89052,2,UPS
89077,2,UPS
89132,2,UPS
89147,2,UPS
89178,2,UPS
89440,2,UPS
89501,2,UPS
84084,2,UPS
84091,2,UPS
84305,2,UPS
84323,2,UPS
84409,2,UPS
84516,2,UPS
84623,2,UPS
84656,2,UPS
85018,2,UPS
85044,2,UPS
85325,2,UPS
85926,2,UPS
86039,2,UPS
86046,2,UPS
83205,2,UPS
93622,2,UPS
93888,2,UPS
94103,2,UPS
94104,2,UPS
94512,2,UPS
94649,2,UPS
94704,2,UPS
94952,2,UPS
95062,2,UPS
95225,2,UPS
95237,2,UPS
95343,2,UPS
95379,2,UPS
95467,2,UPS
95637,2,UPS
95645,2,UPS
95668,2,UPS
95720,2,UPS
95721,2,UPS
95945,2,UPS
96010,2,UPS
96145,2,UPS
96160,2,UPS
79839,2,UPS
79910,2,UPS
79913,2,UPS
79978,2,UPS
84004,2,UPS
84073,2,UPS
84104,2,UPS
84118,2,UPS
84134,2,UPS
84501,2,UPS
83261,2,UPS
83287,2,UPS
83441,2,UPS
83442,2,UPS
